RoadAccidents055_x264: [('RoadAccidents', 0.48306593), ('Normal_Videos_', 0.35383654), ('Vandalism', 0.2672217), ('Arrest', 0.2474235), ('Burglary', 0.2417619), ('Arson', 0.21531603), ('Assault', 0.21212931), ('Explosion', 0.20594043), ('Abuse', 0.18450265), ('Shooting', 0.17883658), ('Shoplifting', 0.17797789), ('Robbery', 0.16858591), ('Fighting', 0.14828342), ('Stealing', 0.13820295)]
RoadAccidents100_x264: [('RoadAccidents', 0.48917925), ('Normal_Videos_', 0.24324876), ('Explosion', 0.18130615), ('Arson', 0.16167201), ('Vandalism', 0.15960962), ('Shooting', 0.15113242), ('Abuse', 0.14863954), ('Shoplifting', 0.1481657), ('Burglary', 0.13539657), ('Arrest', 0.13263917), ('Robbery', 0.12997799), ('Fighting', 0.12185311), ('Assault', 0.11885865), ('Stealing', 0.10749082)]
RoadAccidents137_x264: [('RoadAccidents', 0.42178732), ('Normal_Videos_', 0.25740755), ('Burglary', 0.24973483), ('Shoplifting', 0.23285958), ('Robbery', 0.20978138), ('Arrest', 0.20378911), ('Vandalism', 0.2036048), ('Stealing', 0.20258136), ('Shooting', 0.20206985), ('Arson', 0.20102571), ('Explosion', 0.17758334), ('Assault', 0.16757049), ('Fighting', 0.15595603), ('Abuse', 0.15376125)]
RoadAccidents088_x264: [('RoadAccidents', 0.38964084), ('Normal_Videos_', 0.20748127), ('Arrest', 0.18538344), ('Explosion', 0.17771262), ('Shoplifting', 0.17736341), ('Vandalism', 0.15235496), ('Arson', 0.14889917), ('Fighting', 0.14849749), ('Abuse', 0.13672338), ('Burglary', 0.13630977), ('Robbery', 0.13432185), ('Assault', 0.13224524), ('Stealing', 0.13039693), ('Shooting', 0.12667826)]
RoadAccidents124_x264: [('RoadAccidents', 0.48700935), ('Explosion', 0.30548388), ('Arson', 0.2673333), ('Arrest', 0.24707137), ('Burglary', 0.24587272), ('Vandalism', 0.24406381), ('Assault', 0.23052333), ('Normal_Videos_', 0.2297181), ('Abuse', 0.21868315), ('Shooting', 0.21350908), ('Robbery', 0.21027675), ('Shoplifting', 0.1909681), ('Fighting', 0.18144307), ('Stealing', 0.13905743)]
RoadAccidents134_x264: [('RoadAccidents', 0.4251263), ('Shoplifting', 0.2937972), ('Robbery', 0.25004673), ('Stealing', 0.2477226), ('Burglary', 0.23247784), ('Normal_Videos_', 0.23245732), ('Shooting', 0.21871941), ('Vandalism', 0.2100934), ('Arrest', 0.17701241), ('Fighting', 0.17566276), ('Arson', 0.16752669), ('Assault', 0.1645825), ('Abuse', 0.16285329), ('Explosion', 0.15637305)]
RoadAccidents120_x264: [('Normal_Videos_', 0.36296064), ('RoadAccidents', 0.31245375), ('Burglary', 0.3050804), ('Vandalism', 0.26276076), ('Arson', 0.25827864), ('Arrest', 0.25290167), ('Shoplifting', 0.23300512), ('Abuse', 0.22503209), ('Robbery', 0.22042015), ('Assault', 0.21536636), ('Stealing', 0.21225595), ('Shooting', 0.20771158), ('Explosion', 0.18676761), ('Fighting', 0.1388866)]
RoadAccidents079_x264: [('RoadAccidents', 0.4450309), ('Arrest', 0.31425655), ('Vandalism', 0.2659011), ('Burglary', 0.24671224), ('Abuse', 0.22942433), ('Shoplifting', 0.22842228), ('Normal_Videos_', 0.22775294), ('Assault', 0.22000381), ('Robbery', 0.2160754), ('Stealing', 0.1907177), ('Explosion', 0.17699862), ('Arson', 0.16709028), ('Shooting', 0.1175611), ('Fighting', 0.11476761)]
RoadAccidents076_x264: [('Arson', 0.42111838), ('RoadAccidents', 0.4021351), ('Explosion', 0.3301215), ('Vandalism', 0.29005963), ('Burglary', 0.2767443), ('Arrest', 0.27237058), ('Robbery', 0.23602888), ('Shoplifting', 0.22313124), ('Shooting', 0.21578297), ('Fighting', 0.20601258), ('Assault', 0.19980608), ('Stealing', 0.19025078), ('Abuse', 0.17497048), ('Normal_Videos_', 0.15822892)]
RoadAccidents092_x264: [('Normal_Videos_', 0.33591932), ('RoadAccidents', 0.3106221), ('Burglary', 0.24050747), ('Shoplifting', 0.21121582), ('Shooting', 0.20925386), ('Stealing', 0.19746315), ('Arrest', 0.19444701), ('Vandalism', 0.1859131), ('Arson', 0.18362547), ('Robbery', 0.18214968), ('Explosion', 0.17037722), ('Abuse', 0.13878027), ('Fighting', 0.13631386), ('Assault', 0.13054161)]
RoadAccidents010_x264: [('RoadAccidents', 0.5598569), ('Normal_Videos_', 0.34155902), ('Vandalism', 0.2824274), ('Explosion', 0.26925725), ('Burglary', 0.2546544), ('Shooting', 0.2534585), ('Arson', 0.24755913), ('Abuse', 0.2359247), ('Stealing', 0.23482244), ('Arrest', 0.23198417), ('Shoplifting', 0.23109275), ('Assault', 0.22906016), ('Robbery', 0.225692), ('Fighting', 0.22222026)]
RoadAccidents126_x264: [('RoadAccidents', 0.26054403), ('Arson', 0.18939644), ('Normal_Videos_', 0.15495351), ('Explosion', 0.14623381), ('Assault', 0.12720875), ('Robbery', 0.122638), ('Vandalism', 0.1144348), ('Fighting', 0.100484006), ('Abuse', 0.09946786), ('Arrest', 0.099229194), ('Burglary', 0.07501592), ('Shooting', 0.070133306), ('Shoplifting', 0.0700618), ('Stealing', 0.057467096)]
RoadAccidents146_x264: [('Normal_Videos_', 0.2405535), ('Burglary', 0.21097037), ('Vandalism', 0.19928658), ('Explosion', 0.19617495), ('Arson', 0.17474483), ('Shoplifting', 0.17453003), ('Stealing', 0.17297092), ('Arrest', 0.15827344), ('Shooting', 0.1405964), ('Abuse', 0.13018376), ('Robbery', 0.1299419), ('RoadAccidents', 0.11979984), ('Fighting', 0.111340374), ('Assault', 0.10064553)]
RoadAccidents128_x264: [('RoadAccidents', 0.45282504), ('Vandalism', 0.27718103), ('Explosion', 0.27622724), ('Arson', 0.24279663), ('Burglary', 0.23829873), ('Assault', 0.22799513), ('Arrest', 0.22594854), ('Shoplifting', 0.21297377), ('Normal_Videos_', 0.20058373), ('Abuse', 0.19495672), ('Robbery', 0.19455978), ('Shooting', 0.193253), ('Stealing', 0.16188098), ('Fighting', 0.15134849)]
RoadAccidents039_x264: [('RoadAccidents', 0.35743195), ('Normal_Videos_', 0.26570004), ('Shooting', 0.22920114), ('Burglary', 0.1921283), ('Explosion', 0.18882722), ('Assault', 0.17878786), ('Vandalism', 0.17694569), ('Arrest', 0.17680594), ('Stealing', 0.17426826), ('Robbery', 0.16789284), ('Abuse', 0.16597627), ('Shoplifting', 0.14095312), ('Arson', 0.13854897), ('Fighting', 0.13516183)]
RoadAccidents116_x264: [('RoadAccidents', 0.54487574), ('Normal_Videos_', 0.34216046), ('Arrest', 0.31700802), ('Burglary', 0.30802765), ('Shooting', 0.30354217), ('Robbery', 0.29523253), ('Vandalism', 0.29096597), ('Shoplifting', 0.28649703), ('Assault', 0.27760226), ('Abuse', 0.27288377), ('Arson', 0.2507996), ('Explosion', 0.24532288), ('Stealing', 0.237598), ('Fighting', 0.19857796)]
RoadAccidents148_x264: [('RoadAccidents', 0.38228962), ('Normal_Videos_', 0.3451392), ('Arrest', 0.26290873), ('Burglary', 0.25580162), ('Shoplifting', 0.248927), ('Robbery', 0.2480608), ('Arson', 0.23170605), ('Stealing', 0.21677816), ('Vandalism', 0.21479777), ('Shooting', 0.19514076), ('Explosion', 0.18088491), ('Abuse', 0.17717819), ('Assault', 0.1736327), ('Fighting', 0.1322554)]
RoadAccidents103_x264: [('Normal_Videos_', 0.39437488), ('Burglary', 0.35110316), ('RoadAccidents', 0.34093013), ('Shoplifting', 0.29860952), ('Vandalism', 0.28942603), ('Arrest', 0.28265274), ('Robbery', 0.2660783), ('Arson', 0.2503279), ('Assault', 0.24804744), ('Stealing', 0.23878613), ('Abuse', 0.23036724), ('Shooting', 0.20785028), ('Explosion', 0.19545186), ('Fighting', 0.15379016)]
RoadAccidents074_x264: [('RoadAccidents', 0.5732678), ('Burglary', 0.30419138), ('Arrest', 0.29991397), ('Arson', 0.2932656), ('Vandalism', 0.2866131), ('Normal_Videos_', 0.27707514), ('Assault', 0.26780808), ('Explosion', 0.26412994), ('Shooting', 0.24075355), ('Robbery', 0.23008367), ('Abuse', 0.21469203), ('Shoplifting', 0.21354099), ('Fighting', 0.1791331), ('Stealing', 0.13333014)]
RoadAccidents012_x264: [('RoadAccidents', 0.55250156), ('Arrest', 0.2810276), ('Explosion', 0.2759491), ('Vandalism', 0.2632832), ('Shooting', 0.2484214), ('Arson', 0.24635528), ('Assault', 0.23936997), ('Normal_Videos_', 0.22612382), ('Shoplifting', 0.21842355), ('Burglary', 0.21645191), ('Robbery', 0.2093366), ('Fighting', 0.20594372), ('Abuse', 0.20429696), ('Stealing', 0.18439421)]
RoadAccidents006_x264: [('Robbery', 0.39315078), ('RoadAccidents', 0.38973808), ('Burglary', 0.35709798), ('Shoplifting', 0.33139384), ('Arrest', 0.32885587), ('Arson', 0.32136232), ('Shooting', 0.29269117), ('Vandalism', 0.289867), ('Explosion', 0.28634793), ('Assault', 0.2558418), ('Stealing', 0.24364506), ('Normal_Videos_', 0.2329669), ('Fighting', 0.23223469), ('Abuse', 0.22383708)]
RoadAccidents102_x264: [('RoadAccidents', 0.4199687), ('Shoplifting', 0.23446998), ('Normal_Videos_', 0.21292813), ('Vandalism', 0.20167588), ('Stealing', 0.19813994), ('Burglary', 0.19273935), ('Arrest', 0.18339315), ('Explosion', 0.17814809), ('Robbery', 0.17505763), ('Abuse', 0.173619), ('Shooting', 0.16354796), ('Fighting', 0.15033668), ('Arson', 0.14893357), ('Assault', 0.13093907)]
RoadAccidents068_x264: [('RoadAccidents', 0.4442343), ('Normal_Videos_', 0.3017264), ('Vandalism', 0.2795704), ('Arrest', 0.27675405), ('Abuse', 0.26379412), ('Burglary', 0.2600525), ('Explosion', 0.25963768), ('Shoplifting', 0.2378077), ('Assault', 0.23457965), ('Shooting', 0.22681932), ('Robbery', 0.22148818), ('Arson', 0.22036389), ('Fighting', 0.1883772), ('Stealing', 0.18376508)]
RoadAccidents077_x264: [('RoadAccidents', 0.49176365), ('Arrest', 0.35300192), ('Shooting', 0.32142502), ('Burglary', 0.29986092), ('Normal_Videos_', 0.299506), ('Explosion', 0.29363313), ('Robbery', 0.2885368), ('Assault', 0.28179348), ('Arson', 0.28059062), ('Shoplifting', 0.26551846), ('Vandalism', 0.25999412), ('Abuse', 0.25229385), ('Stealing', 0.24778779), ('Fighting', 0.23800634)]
RoadAccidents021_x264: [('Robbery', 0.44437903), ('RoadAccidents', 0.42296344), ('Stealing', 0.3627199), ('Burglary', 0.34418446), ('Shoplifting', 0.33321777), ('Vandalism', 0.31429708), ('Abuse', 0.30465454), ('Assault', 0.29486263), ('Arrest', 0.26980168), ('Arson', 0.2693838), ('Shooting', 0.26153386), ('Explosion', 0.20875785), ('Normal_Videos_', 0.1995798), ('Fighting', 0.15138158)]
RoadAccidents110_x264: [('RoadAccidents', 0.36249846), ('Shoplifting', 0.24923876), ('Normal_Videos_', 0.24786943), ('Vandalism', 0.24311551), ('Explosion', 0.24184464), ('Arrest', 0.23195091), ('Robbery', 0.21707854), ('Assault', 0.21418601), ('Shooting', 0.20851585), ('Burglary', 0.20818242), ('Arson', 0.206399), ('Stealing', 0.20325789), ('Fighting', 0.20160207), ('Abuse', 0.19693062)]
RoadAccidents058_x264: [('RoadAccidents', 0.4414699), ('Normal_Videos_', 0.23952615), ('Arrest', 0.23530416), ('Shooting', 0.2251879), ('Explosion', 0.21948414), ('Assault', 0.19516657), ('Vandalism', 0.19459203), ('Shoplifting', 0.18948807), ('Fighting', 0.18152815), ('Arson', 0.18127975), ('Abuse', 0.1717636), ('Stealing', 0.16427708), ('Burglary', 0.15818793), ('Robbery', 0.12933183)]
RoadAccidents091_x264: [('RoadAccidents', 0.346418), ('Normal_Videos_', 0.29732263), ('Shoplifting', 0.1731664), ('Arrest', 0.16077447), ('Vandalism', 0.15842193), ('Robbery', 0.15644123), ('Burglary', 0.15602724), ('Shooting', 0.15392497), ('Arson', 0.14538758), ('Explosion', 0.142384), ('Stealing', 0.14044657), ('Abuse', 0.13533424), ('Fighting', 0.1327595), ('Assault', 0.12335147)]
RoadAccidents008_x264: [('RoadAccidents', 0.5512817), ('Arson', 0.33128104), ('Explosion', 0.31232244), ('Vandalism', 0.29453763), ('Burglary', 0.29007286), ('Normal_Videos_', 0.27145946), ('Shooting', 0.2681153), ('Assault', 0.24748155), ('Arrest', 0.23789304), ('Shoplifting', 0.23717715), ('Abuse', 0.22304392), ('Robbery', 0.21950345), ('Fighting', 0.18816108), ('Stealing', 0.15882249)]
RoadAccidents031_x264: [('RoadAccidents', 0.46071514), ('Explosion', 0.25391775), ('Vandalism', 0.24739976), ('Shoplifting', 0.23033905), ('Normal_Videos_', 0.22866994), ('Arson', 0.22490984), ('Arrest', 0.22274698), ('Fighting', 0.21419829), ('Burglary', 0.20665286), ('Assault', 0.19999456), ('Abuse', 0.19908595), ('Shooting', 0.19887944), ('Robbery', 0.19515532), ('Stealing', 0.16782984)]
